web-scraper-order,title_raw,price_raw,mileage_raw,drive_raw,cartype_raw,fuel_raw,ps_raw,fuel_consumption_raw,seller_raw,selleraddress_raw,model,price,mileage,fuel_consumption,ps,sportcar,mileage_cat,ps_cat,ps_cat2,fuel_consumption_cat,price_cat
1734007072-83,AUDI A4 Avant 40 TDI Sport quattro S-tronic,CHF 28'880.–,132'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),6.1 l/100 km,Winkelbüel Garage AG,"Sinserstrasse 400, 6330 Cham ZG",Avant 40 TDI Sport quattro S-tronic,28880,132000,6.1,190,1,100000 - 149999,150-199,medium,6.00-6.99,20000-29999
1734007075-84,AUDI A4 Avant 2.0 TDI Sport S-tronic,CHF 19'780.–,159'000 km,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),4.2 l/100 km,Winkelbüel Garage AG,"Sinserstrasse 400, 6330 Cham ZG",Avant 2.0 TDI Sport S-tronic,19780,159000,4.2,150,1,150000-199999,100-149,medium,4.00-4.99,10000-19999
1734007077-85,AUDI A4 Avant 2.0 TDI quattro S-tronic,CHF 17'979.–,159'800 km,Allrad,Kombi,Diesel,190 PS (140 kW),4.5 l/100 km,Winkelbüel Garage AG,"Sinserstrasse 400, 6330 Cham ZG",Avant 2.0 TDI quattro S-tronic,17979,159800,4.5,190,1,150000-199999,150-199,medium,4.00-4.99,10000-19999
1734007079-86,AUDI A4 Avant 2.0 TDI multitronic,CHF 11'800.–,168'500 km,Vorderradantrieb,Kombi,Diesel,143 PS (105 kW),4.9 l/100 km,Autocenter-Lachen,"Grubenstrasse 12, 8620 Wetzikon",Avant 2.0 TDI multitronic,11800,168500,4.9,143,0,150000-199999,100-149,medium,4.00-4.99,10000-19999
1734007082-87,AUDI A4 Avant 40 TDI advanced Attraction quattro S-tronic,CHF 23'999.–,125'404 km,Allrad,Kombi,Diesel,190 PS (140 kW),6.1 l/100 km,Autocenter Daki GmbH,"Im Vorderasp  4, 8154 Oberglatt",Avant 40 TDI advanced Attraction quattro S-tronic,23999,125404,6.1,190,1,100000 - 149999,150-199,medium,6.00-6.99,20000-29999
1734007084-88,AUDI 2.0 TDI Quattro S-Tronic 177ps Facelift,CHF 13'900.–,122'000 km,Allrad,Kombi,Diesel,177 PS (130 kW),5.6 l/100 km,Memaj Car`s,"Feldstrasse 78, 8180 Bülach",AUDI 2.0 TDI Quattro S-Tronic 177ps Facelift,13900,122000,5.6,177,1,100000 - 149999,150-199,medium,5.00-5.99,10000-19999
1734007087-89,AUDI A4 Avant 2.0 TDI,CHF 10'900.–,135'111 km,Vorderradantrieb,Kombi,Diesel,143 PS (105 kW),5.2 l/100 km,Auto Rayan GmbH,"Wahligenstrasse, 6023 Rothenburg",Avant 2.0 TDI,10900,135111,5.2,143,0,100000 - 149999,100-149,medium,5.00-5.99,10000-19999
1734007091-90,AUDI A4 Avant 3.0 TDI quattro S-tronic,CHF 9'900.–,323'000 km,Allrad,Kombi,Diesel,245 PS (180 kW),5.9 l/100 km,Adiller Automobile,"Seetalstrasse 32, 6020 Emmenbrücke",Avant 3.0 TDI quattro S-tronic,9900,323000,5.9,245,1,300000-349999,200-249,fast,5.00-5.99,0 - 9999
1734007093-91,AUDI A4 Avant 40 TDI Sport quattro S-tronic,CHF 26'900.–,69'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),6.8 l/100 km,Dega Automobile,"Bergermoosstr.10, 8902 Urdorf",Avant 40 TDI Sport quattro S-tronic,26900,69000,6.8,190,1,50000 - 990000,150-199,medium,6.00-6.99,20000-29999
1734007096-92,AUDI A4 Avant 1.8 TFSI quattro,CHF 3'999.–,214'000 km,Allrad,Kombi,Benzin,160 PS (118 kW),7.7 l/100 km,Garage Betschart,"Schlagstrasse 99, 6430 Schwyz",Avant 1.8 TFSI quattro,3999,214000,7.7,160,0,200000-249999,150-199,medium,7.00-7.99,0 - 9999
1734007099-93,AUDI A4 Avant 2.0 Turbo FSI quattro S-Line,CHF 7'500.–,150'000 km,Allrad,Kombi,Benzin,200 PS (147 kW),9.1 l/100 km,Tip Top Cars,"Mattackerstrasse, 8052 zürich",Avant 2.0 Turbo FSI quattro S-Line,7500,150000,9.1,200,1,100000 - 149999,150-199,medium,9.00-9.99,0 - 9999
1734007101-94,AUDI A4 Avant 35 TDI S-tronic,CHF 24'900.–,55'000 km,Vorderradantrieb,Kombi,Mild-Hybrid Diesel/Elektro,163 PS (120 kW),5.2 l/100 km,DMS Autocenter GmbH,"Klausmattstrasse 1, 6038 Gisikon LU",Avant 35 TDI S-tronic,24900,55000,5.2,163,1,50000 - 990000,150-199,medium,5.00-5.99,20000-29999
1734007103-95,AUDI A4 Avant 40 TFSI Sport S-tronic S-Line,CHF 27'500.–,54'500 km,Vorderradantrieb,Kombi,Benzin,190 PS (140 kW),5.9 l/100 km,Auto ZH GmbH,"Feldstrasse 78, 8180 Bülach",Avant 40 TFSI Sport S-tronic S-Line,27500,54500,5.9,190,1,50000 - 990000,150-199,medium,5.00-5.99,20000-29999
1734007106-96,AUDI A4 Avant 40 TDI advanced Attraction quattro S-tronic,CHF 29'900.–,66'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),5 l/100 km,Autocenter Seetal,"Birren 8, 5703 Seon",Avant 40 TDI advanced Attraction quattro S-tronic,29900,66000,5.0,190,1,50000 - 990000,150-199,medium,4.00-4.99,20000-29999
1734007108-97,"AUDI A4 Avant 35 TDI S-tronic - Navi,Rückfahrkamera",CHF 19'980.–,128'000 km,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),6.6 l/100 km,Remend Automobile GmbH,"Ifangstrasse 12A, 8603 Schwerzenbach","Avant 35 TDI S-tronic - Navi,Rückfahrkamera",19980,128000,6.6,150,1,100000 - 149999,100-149,medium,6.00-6.99,10000-19999
1734007110-98,AUDI A4 Avant 40 TDI Sport quattro S-tronic,CHF 24'500.–,107'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),6.8 l/100 km,Schossacher Garage,"Im Schossacher 22, 8600 Dübendorf",Avant 40 TDI Sport quattro S-tronic,24500,107000,6.8,190,1,100000 - 149999,150-199,medium,6.00-6.99,20000-29999
1734007113-99,AUDI A4 Avant 3.0 TDI S-Line Sport quattro tiptronic,CHF 18'800.–,198'000 km,Allrad,Kombi,Diesel,272 PS (200 kW),5.3 l/100 km,AUTO BLITZ AG,"Korbackerweg 27, 5502 Hunzenschwil AG",Avant 3.0 TDI S-Line Sport quattro tiptronic,18800,198000,5.3,272,1,150000-199999,250-299,fast,5.00-5.99,10000-19999
1734007115-100,AUDI A4 35TFSI SPORT,CHF 23'500.–,96'831 km,-,Limousine,Mild-Hybrid Benzin/Elektro,150 PS (110 kW),5.6 l/100 km,Arba Autohaus,"Station-West 2a, 6023 Rothenburg",35TFSI SPORT,23500,96831,5.6,150,0,50000 - 990000,100-149,medium,5.00-5.99,20000-29999
1734007118-101,AUDI A4 2.0 TDI,CHF 15'997.–,182'000 km,Vorderradantrieb,Limousine,Diesel,190 PS (140 kW),4.3 l/100 km,PG Auto,"Lättichstrasse 6, 6340 Baar",2.0 TDI,15997,182000,4.3,190,0,150000-199999,150-199,medium,4.00-4.99,10000-19999
1734007120-102,AUDI A4 Avant 2.0 TDI Design quattro S-tronic,CHF 18'800.–,117'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),4.5 l/100 km,Auto Ehrendingen gmbh,"Breitwies 5, 5420 Ehrendingen",Avant 2.0 TDI Design quattro S-tronic,18800,117000,4.5,190,1,100000 - 149999,150-199,medium,4.00-4.99,10000-19999
1734007123-103,AUDI A4 Avant 2.0 TDI multitronic,CHF 12'500.–,156'150 km,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),4.7 l/100 km,Auto Egi GmbH,"Witzbergstrasse 5k, 8330 Pfäffikon ZH",Avant 2.0 TDI multitronic,12500,156150,4.7,150,0,150000-199999,100-149,medium,4.00-4.99,10000-19999
1734007125-104,AUDI A4 Avant 40 TDI advanced quattro S-tronic,CHF 28'800.–,70'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),5.2 l/100 km,Samo-Cars GmbH,"Buzibachstrasse 47, 6023 Rothenburg",Avant 40 TDI advanced quattro S-tronic,28800,70000,5.2,190,1,50000 - 990000,150-199,medium,5.00-5.99,20000-29999
1734007127-105,AUDI A4 Avant 40 TDI S line quattro S-tronic,CHF 25'500.–,101'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),6.1 l/100 km,Schossacher Garage,"Im Schossacher 22, 8600 Dübendorf",Avant 40 TDI S line quattro S-tronic,25500,101000,6.1,190,1,100000 - 149999,150-199,medium,6.00-6.99,20000-29999
1734007129-106,AUDI A4 Avant 40 TDI quattro S-tronic,CHF 22'500.–,114'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),6.1 l/100 km,Samo-Cars GmbH,"Buzibachstrasse 47, 6023 Rothenburg",Avant 40 TDI quattro S-tronic,22500,114000,6.1,190,1,100000 - 149999,150-199,medium,6.00-6.99,20000-29999
1734007135-107,AUDI A4 Avant 35 TDI advanced S-tronic,CHF 27'900.–,26'200 km,Vorderradantrieb,Kombi,Mild-Hybrid Diesel/Elektro,163 PS (120 kW),5.5 l/100 km,Leon Cars GmbH,"Brüelmattstrasse 8, 6221 Rickenbach LU",Avant 35 TDI advanced S-tronic,27900,26200,5.5,163,1,0 - 49999,150-199,medium,5.00-5.99,20000-29999
1734007139-108,AUDI A4 Avant 40 TDI S line quattro S-tronic,CHF 36'900.–,58'900 km,Allrad,Kombi,Diesel,204 PS (150 kW),5.7 l/100 km,carwelt GmbH,"Stelzstrasse 3, 9500 Wil",Avant 40 TDI S line quattro S-tronic,36900,58900,5.7,204,1,50000 - 990000,200-249,fast,5.00-5.99,30000-39999
1734007141-109,AUDI A4 2.0 TFSI Sport quattro S-tronic,CHF 22'900.–,100'000 km,Allrad,Limousine,Benzin,252 PS (185 kW),6.2 l/100 km,B & D  Automobile,"Suhrenmattstrasse 51, 5035 Unterentfelden",2.0 TFSI Sport quattro S-tronic,22900,100000,6.2,252,1,50000 - 990000,250-299,fast,6.00-6.99,20000-29999
1734007148-111,AUDI A4 Avant 40 TDI advanced quattro S-tronic,CHF 28'700.–,73'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),5.2 l/100 km,Samo-Cars GmbH,"Buzibachstrasse 47, 6023 Rothenburg",Avant 40 TDI advanced quattro S-tronic,28700,73000,5.2,190,1,50000 - 990000,150-199,medium,5.00-5.99,20000-29999
1734007151-112,AUDI A4 Avant 35 TDI S-tronic,CHF 19'700.–,107'000 km,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),4.5 l/100 km,Samo-Cars GmbH,"Buzibachstrasse 47, 6023 Rothenburg",Avant 35 TDI S-tronic,19700,107000,4.5,150,1,100000 - 149999,100-149,medium,4.00-4.99,10000-19999
1734007153-113,AUDI A4 40 TDI quattro S-tronic,CHF 29'900.–,47'000 km,Allrad,Limousine,Diesel,190 PS (140 kW),5 l/100 km,Lifestyle-Motors GmbH,"Ruessenstrasse 13, 6340 Baar",40 TDI quattro S-tronic,29900,47000,5.0,190,1,0 - 49999,150-199,medium,4.00-4.99,20000-29999
1734007155-114,AUDI A4 Avant 2.0 TFSI Sport quattro S-tronic  S-Line,CHF 28'900.–,88'000 km,Allrad,Kombi,Benzin,252 PS (185 kW),6.1 l/100 km,Dorf Garage GmbH,"Bahnhofstrasse 18, 5242 Lupfig",Avant 2.0 TFSI Sport quattro S-tronic  S-Line,28900,88000,6.1,252,1,50000 - 990000,250-299,fast,6.00-6.99,20000-29999
1734007158-115,AUDI A4 Avant 40 TDI Sport quattro S-tronic,CHF 22'900.–,91'600 km,Allrad,Kombi,Diesel,190 PS (140 kW),6.1 l/100 km,Sternautomobile,"Brunnenwiesenstrasse 17, 8172 Niederglatt",Avant 40 TDI Sport quattro S-tronic,22900,91600,6.1,190,1,50000 - 990000,150-199,medium,6.00-6.99,20000-29999
1734007160-116,AUDI A4 Avant 2.0 TFSI Sport S-Line quattro S-tronic,CHF 17'900.–,182'300 km,Allrad,Kombi,Benzin,252 PS (185 kW),6.1 l/100 km,Carstudio  Einsiedeln,"Zürichstrasse 72, 8840 Einsiedeln",Avant 2.0 TFSI Sport S-Line quattro S-tronic,17900,182300,6.1,252,1,150000-199999,250-299,fast,6.00-6.99,10000-19999
1734007162-117,AUDI A4 Av. 2.0 TDI S-tronic**frisch ab MFK**,CHF 15'999.–,162'000 km,Vorderradantrieb,Kombi,Diesel,190 PS (140 kW),6.1 l/100 km,GSD Auto GmbH,"Sägereistrasse 3, 8500 Frauenfeld",Av. 2.0 TDI S-tronic**frisch ab MFK**,15999,162000,6.1,190,1,150000-199999,150-199,medium,6.00-6.99,10000-19999
1734007167-119,AUDI A4 Avant 45 TDI S line quattro tiptronic,CHF 27'990.–,131'951 km,Allrad,Kombi,Diesel,231 PS (170 kW),5.3 l/100 km,Marcello Auto GmbH,"Franzosenstrasse 26, 6423 Seewen SZ",Avant 45 TDI S line quattro tiptronic,27990,131951,5.3,231,1,100000 - 149999,200-249,fast,5.00-5.99,20000-29999
1734007169-120,AUDI A4 Avant 40 TDI advanced quattro S-tronic,CHF 28'900.–,70'807 km,Allrad,Kombi,Diesel,204 PS (150 kW),5.7 l/100 km,Autopark Münchwilen GmbH,"Neuhausstrasse 42, 9542 Münchwilen TG",Avant 40 TDI advanced quattro S-tronic,28900,70807,5.7,204,1,50000 - 990000,200-249,fast,5.00-5.99,20000-29999
1734007172-121,AUDI A4 Avant 40 TDI advanced quattro S-tronic,CHF 28'900.–,80'908 km,Allrad,Kombi,Diesel,204 PS (150 kW),5.7 l/100 km,Autopark Münchwilen GmbH,"Neuhausstrasse 42, 9542 Münchwilen TG",Avant 40 TDI advanced quattro S-tronic,28900,80908,5.7,204,1,50000 - 990000,200-249,fast,5.00-5.99,20000-29999
1734007174-122,AUDI A4 Avant 35 TDI S-tronic,CHF 28'900.–,41'900 km,Vorderradantrieb,Kombi,Mild-Hybrid Diesel/Elektro,163 PS (120 kW),5.2 l/100 km,Autopark Münchwilen GmbH,"Neuhausstrasse 42, 9542 Münchwilen TG",Avant 35 TDI S-tronic,28900,41900,5.2,163,1,0 - 49999,150-199,medium,5.00-5.99,20000-29999
1734007176-123,AUDI A4 Avant 2.0 TFSI Sport S-tronic,CHF 16'499.–,163'000 km,Vorderradantrieb,Kombi,Benzin,190 PS (140 kW),5.4 l/100 km,Universal Garage-Cars,"Bahnhofstrasse 36, 5322 Koblenz",Avant 2.0 TFSI Sport S-tronic,16499,163000,5.4,190,1,150000-199999,150-199,medium,5.00-5.99,10000-19999
1734007179-124,AUDI A4 Avant 40 TDI S line quattro S-tronic,CHF 39'900.–,36'870 km,Allrad,Kombi,Diesel,204 PS (150 kW),6.4 l/100 km,Touring Club Schweiz (TCS),"Buholzstrasse 40, 6032 Emmen",Avant 40 TDI S line quattro S-tronic,39900,36870,6.4,204,1,0 - 49999,200-249,fast,6.00-6.99,30000-39999
1734007181-125,AUDI A4 Avant 2.0 TFSI multitronic Sline,CHF 10'900.–,167'900 km,Vorderradantrieb,Kombi,Benzin,211 PS (155 kW),7.3 l/100 km,AC Motorsport GmbH,"Neue Winterthurerstrasse 5, 8303 Bassersdorf",Avant 2.0 TFSI multitronic Sline,10900,167900,7.3,211,1,150000-199999,200-249,fast,7.00-7.99,10000-19999
1734007183-126,AUDI A4 Limousine 2.0 TDI Sport S-tronic**frisch ab MFK**,CHF 23'999.–,99'500 km,Vorderradantrieb,Limousine,Diesel,190 PS (140 kW),4.1 l/100 km,GSD Auto GmbH,"Sägereistrasse 3, 8500 Frauenfeld",Limousine 2.0 TDI Sport S-tronic**frisch ab MFK**,23999,99500,4.1,190,1,50000 - 990000,150-199,medium,4.00-4.99,20000-29999
1734007186-127,AUDI A4 Avant 45 TFSI S line S-tronic quattro,CHF 75'900.–,8'000 km,Allrad,Kombi,Mild-Hybrid Benzin/Elektro,265 PS (195 kW),7.8 l/100 km,GNG AG,"Langfeldstrasse 10, 9200 Gossau",Avant 45 TFSI S line S-tronic quattro,75900,8000,7.8,265,1,0 - 49999,250-299,fast,7.00-7.99,70000-79999
1734007188-128,AUDI A4 Cabriolet 1.8 Turbo,CHF 17'900.–,38'955 km,Vorderradantrieb,Cabriolet,Benzin,163 PS (120 kW),8.6 l/100 km,Auto Vogel & Partner AG,"Buzibachstrasse 43, 6023 Rothenburg",Cabriolet 1.8 Turbo,17900,38955,8.6,163,1,0 - 49999,150-199,medium,8.00-8.99,10000-19999
1734007190-129,AUDI A4 Avant 3.0 TDI Sport quattro tiptronic,CHF 26'900.–,93'000 km,Allrad,Kombi,Diesel,272 PS (200 kW),5.1 l/100 km,Zefi Automobile,"Fischingerstrasse 69 (MIT NAVI 67), 8370 Sirnach",Avant 3.0 TDI Sport quattro tiptronic,26900,93000,5.1,272,1,50000 - 990000,250-299,fast,5.00-5.99,20000-29999
1734007197-130,AUDI A4 Avant 40 TDI S line Attraction quattro S-tronic,CHF 28'500.–,126'000 km,Allrad,Kombi,Diesel,204 PS (150 kW),5.7 l/100 km,Garage  Elio GmbH,"Industriestrasse 12, 6436 Ried (Muotathal)",Avant 40 TDI S line Attraction quattro S-tronic,28500,126000,5.7,204,1,100000 - 149999,200-249,fast,5.00-5.99,20000-29999
1734007199-131,AUDI A4 Avant 40 TDI Sport quattro S-tronic,CHF 17'800.–,187'900 km,Allrad,Kombi,Diesel,190 PS (140 kW),5 l/100 km,Wohlicar GmbH Nutzfahrzeuge,"Industriestrasse 16, 5610 Wohlen",Avant 40 TDI Sport quattro S-tronic,17800,187900,5.0,190,1,150000-199999,150-199,medium,4.00-4.99,10000-19999
1734007202-132,"AUDI A4 Avant 3.0 TDI S line,quattro S-tronic",CHF 15'900.–,142'322 km,Allrad,Kombi,Diesel,245 PS (180 kW),5.9 l/100 km,Albini Auto GmbH,"Riedmattstrasse 8, 8153 Rümlang-Zürich","Avant 3.0 TDI S line,quattro S-tronic",15900,142322,5.9,245,1,100000 - 149999,200-249,fast,5.00-5.99,10000-19999
1734007204-133,AUDI A4 40 TDI S line quattro quattro S-tronic,CHF 32'000.–,69'567 km,Allrad,Limousine,Diesel,190 PS (140 kW),4.9 l/100 km,SD - Garage AG,"Gillhofstrasse 3, 8554 Bonau",40 TDI S line quattro quattro S-tronic,32000,69567,4.9,190,1,50000 - 990000,150-199,medium,4.00-4.99,30000-39999
1734007206-134,AUDI A4 Avant 3.0 TDI quattro S-tronic,CHF 8'950.–,282'000 km,Allrad,Kombi,Diesel,245 PS (180 kW),5.9 l/100 km,Khalil Autohandel,"Althardstrasse 298, 8105 Regensdorf ( Zürich )",Avant 3.0 TDI quattro S-tronic,8950,282000,5.9,245,1,250000-299999,200-249,fast,5.00-5.99,0 - 9999
1734007208-135,AUDI A4 2.0 Turbo FSI quattro,CHF 2'500.–,199'000 km,Allrad,Limousine,Benzin,200 PS (147 kW),9.1 l/100 km,auto bruno,8951 Fahrweid,2.0 Turbo FSI quattro,2500,199000,9.1,200,1,150000-199999,150-199,medium,9.00-9.99,0 - 9999
1734007211-136,AUDI A4 Avant 3.0 V6 TDI quattro,CHF 2'600.–,330'000 km,Allrad,Kombi,Diesel,204 PS (150 kW),7.9 l/100 km,KN Dorf-Garage GmbH,"Fännstrasse 47, 6403 Küssnacht am Rigi",Avant 3.0 V6 TDI quattro,2600,330000,7.9,204,0,300000-349999,200-249,fast,7.00-7.99,0 - 9999
1734007213-137,AUDI A4 Cabriolet 3.0 V6,CHF 1'900.–,254'000 km,Vorderradantrieb,Cabriolet,Benzin,220 PS (162 kW),10 l/100 km,Barga Autohandel,"Wiessenstrasse 24, 5412 Gebenstorf",Cabriolet 3.0 V6,1900,254000,10.0,220,0,250000-299999,200-249,fast,9.00-9.99,0 - 9999
1734007216-138,AUDI A4 Avant 2.0 TFSI Design quattro S-tronic,CHF 33'500.–,46'500 km,Allrad,Kombi,Benzin,252 PS (185 kW),6.1 l/100 km,Borioli AG,"Grossmattstrasse 26, 8964 Rudolfstetten",Avant 2.0 TFSI Design quattro S-tronic,33500,46500,6.1,252,1,0 - 49999,250-299,fast,6.00-6.99,30000-39999
1734007221-140,AUDI A4 Avant 40 TDI S line Attraction quattro S-tronic S-LINE COPMPETITION PLUS,CHF 45'900.–,36'600 km,Allrad,Kombi,Diesel,204 PS (150 kW),6.6 l/100 km,AutoCenter Spreitenbach GmbH,"Güterstr. 11, 8957 Spreitenbach",Avant 40 TDI S line Attraction quattro S-tronic S-LINE COPMPETITION PLUS,45900,36600,6.6,204,1,0 - 49999,200-249,fast,6.00-6.99,40000-49999
1734007223-141,AUDI A4 Avant 2.0 TFSI multitronic,CHF 11'900.–,131'999 km,Vorderradantrieb,Kombi,Benzin,180 PS (132 kW),7.3 l/100 km,Auto Garage shadmann,"Frauenfelderstrasse 13, 8523 Hagenbuch",Avant 2.0 TFSI multitronic,11900,131999,7.3,180,0,100000 - 149999,150-199,medium,7.00-7.99,10000-19999
1734007226-142,AUDI A4 Avant 2.0 TFSI quattro S-tronic,CHF 25'900.–,94'000 km,Allrad,Kombi,Benzin,252 PS (185 kW),6.1 l/100 km,AUTO  BALTAGI,"Grossrietstrasse 5a, 8606 Nänikon...   (Zürich)",Avant 2.0 TFSI quattro S-tronic,25900,94000,6.1,252,1,50000 - 990000,250-299,fast,6.00-6.99,20000-29999
1734007228-143,AUDI A4 Avant 2.0 TFSI Design S-tronic,CHF 19'900.–,165'500 km,Vorderradantrieb,Kombi,Benzin,252 PS (185 kW),6.6 l/100 km,Autopark Langnau AG,"Sihltalstrasse 111, 8135 Langnau am Albis",Avant 2.0 TFSI Design S-tronic,19900,165500,6.6,252,1,150000-199999,250-299,fast,6.00-6.99,10000-19999
1734007231-144,AUDI A4 Avant 40 TDI S line quattro S-tronic,CHF 26'790.–,112'900 km,Allrad,Kombi,Diesel,204 PS (150 kW),5.7 l/100 km,DS Buchser Automobile,"Rösslimattstrasse 46, 5033 Buchs AG",Avant 40 TDI S line quattro S-tronic,26790,112900,5.7,204,1,100000 - 149999,200-249,fast,5.00-5.99,20000-29999
1734007233-145,AUDI A4 Avant 2.0 TDI S-tronic,CHF 14'890.–,169'555 km,Vorderradantrieb,Kombi,Diesel,190 PS (140 kW),4.2 l/100 km,Auto Galerie AG,"Alte Winterthurerstrasse 11, 8309 Nürensdorf",Avant 2.0 TDI S-tronic,14890,169555,4.2,190,1,150000-199999,150-199,medium,4.00-4.99,10000-19999
1734007235-146,AUDI A4 Avant 2.0 TDI Sport quattro S-tronic,CHF 23'890.–,112'800 km,Allrad,Kombi,Diesel,190 PS (140 kW),4.7 l/100 km,DS Buchser Automobile,"Rösslimattstrasse 46, 5033 Buchs AG",Avant 2.0 TDI Sport quattro S-tronic,23890,112800,4.7,190,1,100000 - 149999,150-199,medium,4.00-4.99,20000-29999
1734007240-148,AUDI A4 Cabriolet 1.8 Turbo,CHF 7'800.–,96'700 km,Vorderradantrieb,Cabriolet,Benzin,163 PS (120 kW),8.7 l/100 km,Forrer Automobile,"Im Dörfli 25, 8706 Meilen",Cabriolet 1.8 Turbo,7800,96700,8.7,163,1,50000 - 990000,150-199,medium,8.00-8.99,0 - 9999
